chapter_name,sentence_number,token_number,word,lemma,part-of-speech,syntax,cue,scope,event,pred,error_type,error_category
cardboard,247_1,5,a,a,DT,(NP(NP*,_,_,_,_,_,MC_and_SC
cardboard,247_1,6,house,house,NN,*),_,_,_,_,_,MC_and_SC
cardboard,247_1,7,which,which,WDT,(SBAR(WHNP*),_,which,_,_,FN,MC_and_SC
cardboard,247_1,8,was,be,VBD,(S(VP*,_,was,_,_,FN,MC_and_SC
cardboard,247_1,9,not,not,RB,*,_,_,_,_,_,MC_and_SC
cardboard,247_1,10,unlike,unlike,IN,(PP*,un,like,like,_,FN,MC_and_SC
cardboard,247_1,11,the,the,DT,(NP(NP*,_,the,_,the,_,MC_and_SC
cardboard,247_1,12,one,one,NN,*),_,one,_,one,_,MC_and_SC
cardboard,247_1,13,which,which,WDT,(SBAR(WHNP*),_,which,_,which,_,MC_and_SC
cardboard,247_1,14,we,we,PRP,(S(NP*),_,we,_,we,_,MC_and_SC
cardboard,247_1,15,had,have,VBD,(VP*,_,had,_,had,_,MC_and_SC
cardboard,247_1,16,just,just,RB,(ADVP*),_,just,_,_,FN,MC_and_SC
cardboard,247_1,17,quitted,quit,VBN,(VP*)))))))))))),_,quitted,_,_,FN,MC_and_SC
cardboard,247_1,18,.,.,.,*),_,_,_,_,_,MC_and_SC
wisteria01,167_1,0,The,The,DT,(S(NP*,_,The,_,The,_,No_pattern
wisteria01,167_1,1,man,man,NN,*),_,man,_,man,_,No_pattern
wisteria01,167_1,2,was,be,VBD,(VP*,_,was,_,was,_,No_pattern
wisteria01,167_1,3,unknown,unknown,JJ,(ADJP*),un,known,known,unknown,_,No_pattern
wisteria01,167_1,4,there,there,RB,(ADVP*)),_,there,_,_,FN,No_pattern
wisteria01,167_1,5,.,.,.,*),_,_,_,_,_,No_pattern
wisteria02,211_1,0,He,He,PRP,(S(NP*),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,1,is,be,VBZ,(VP(VP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,2,either,either,RB,*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,3,a,a,DT,(NP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,4,foreigner,foreigner,NN,*)),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,5,or,or,CC,*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,6,has,have,VBZ,(VP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,7,lived,live,VBN,(VP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,8,long,long,RB,(ADVP*),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,9,in,in,IN,(PP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,10,the,the,DT,(NP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,11,tropics,tropic,NN,*)),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,12,",",",",",",*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,13,for,for,IN,(SBAR*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,14,he,he,PRP,(S(NP*),_,he,_,_,FN,Adj_to_clause
wisteria02,211_1,15,is,be,VBZ,(VP*,_,is,_,_,FN,Adj_to_clause
wisteria02,211_1,16,yellow,yellow,JJ,(ADJP(ADJP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,17,and,and,CC,*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,18,sapless,sapless,JJ,*),less,sap,sap,sapless,_,Adj_to_clause
wisteria02,211_1,19,",",",",",",*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,20,but,but,CC,*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,21,tough,tough,JJ,(ADJP*),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,22,as,as,RB,(ADVP*,_,_,_,_,_,Adj_to_clause
wisteria02,211_1,23,whipcord,whipcord,RB,*)))))))),_,_,_,_,_,Adj_to_clause
wisteria02,211_1,24,.,.,.,*),_,_,_,_,_,Adj_to_clause
wisteria02,232_1,0,There,There,EX,(S(NP*),_,There,_,There,_,MC_and_SC
wisteria02,232_1,1,'s,',VBZ,(VP*,_,'s,_,'s,_,MC_and_SC
wisteria02,232_1,2,no,no,DT,(NP(NP*,no,_,_,_,_,MC_and_SC
wisteria02,232_1,3,link,link,NN,*),_,link,link,link,_,MC_and_SC
wisteria02,232_1,4,between,between,IN,(PP*,_,between,_,between,_,MC_and_SC
wisteria02,232_1,5,the,the,DT,(NP(NP*,_,the,_,the,_,MC_and_SC
wisteria02,232_1,6,two,two,CD,*),_,two,_,two,_,MC_and_SC
wisteria02,232_1,7,save,save,IN,(PP*,_,save,_,save,_,MC_and_SC
wisteria02,232_1,8,for,for,IN,(PP*,_,for,_,for,_,MC_and_SC
wisteria02,232_1,9,Henderson,Henderson,NNP,(NP(NP*,_,Henderson,_,Henderson,_,MC_and_SC
wisteria02,232_1,10,'s,'s,POS,*),_,'s,_,'s,_,MC_and_SC
wisteria02,232_1,11,own,own,JJ,*,_,own,_,own,_,MC_and_SC
wisteria02,232_1,12,servant,servant,NN,*))),_,servant,_,servant,_,MC_and_SC
wisteria02,232_1,13,",",",",",",*,_,",",_,_,FN,MC_and_SC
wisteria02,232_1,14,who,who,WP,(SBAR(WHNP*),_,who,_,_,FN,MC_and_SC
wisteria02,232_1,15,serves,serve,VBZ,(S(VP*,_,serves,_,_,FN,MC_and_SC
wisteria02,232_1,16,the,the,DT,(NP(NP*,_,the,_,_,FN,MC_and_SC
wisteria02,232_1,17,family,family,NN,*,_,family,_,_,FN,MC_and_SC
wisteria02,232_1,18,'s,'s,POS,*),_,'s,_,_,FN,MC_and_SC
wisteria02,232_1,19,meals,meal,NNS,*)))))))),_,meals,_,_,FN,MC_and_SC
wisteria02,232_1,20,.,.,.,*),_,_,_,_,_,MC_and_SC
circle01,219_1,0,Money,Money,NN,(S(NP*),_,Money,_,Money,_,Pred_exp_OOS
circle01,219_1,1,'s,'s,POS,(VP*,_,'s,'s,'s,_,Pred_exp_OOS
circle01,219_1,2,not,not,RB,*,not,_,_,_,_,Pred_exp_OOS
circle01,219_1,3,everything,everything,NN,(NP*)),_,everything,_,_,FN,Pred_exp_OOS
circle01,219_1,4,.,.,.,*),_,_,_,_,_,Pred_exp_OOS
cardboard,7_1,0,For,For,IN,(S(PP*,_,_,_,_,_,No_pattern
cardboard,7_1,1,myself,myself,PRP,(NP*)),_,_,_,_,_,No_pattern
cardboard,7_1,2,",",",",",",*,_,_,_,_,_,No_pattern
cardboard,7_1,3,my,my,PRP$,(S(NP(NP*,_,_,_,_,_,No_pattern
cardboard,7_1,4,term,term,NN,*),_,_,_,_,_,No_pattern
cardboard,7_1,5,of,of,IN,(PP*,_,_,_,_,_,No_pattern
cardboard,7_1,6,service,service,NN,(NP(NP*),_,_,_,_,_,No_pattern
cardboard,7_1,7,in,in,IN,(PP*,_,_,_,_,_,No_pattern
cardboard,7_1,8,India,India,NNP,(NP*))))),_,_,_,_,_,No_pattern
cardboard,7_1,9,had,have,VBD,(VP*,_,_,_,_,_,No_pattern
cardboard,7_1,10,trained,train,VBN,(VP*,_,_,_,_,_,No_pattern
cardboard,7_1,11,me,me,PRP,(NP*),_,_,_,_,_,No_pattern
cardboard,7_1,12,to,to,TO,(S(VP*,_,_,_,_,_,No_pattern
cardboard,7_1,13,stand,stand,VB,(VP*,_,_,_,_,_,No_pattern
cardboard,7_1,14,heat,heat,NN,(NP*),_,_,_,_,_,No_pattern
cardboard,7_1,15,better,well,JJR,(ADVP*,_,_,_,_,_,No_pattern
cardboard,7_1,16,than,than,IN,*,_,_,_,_,_,No_pattern
cardboard,7_1,17,cold,cold,JJ,*))))))),_,_,_,_,_,No_pattern
cardboard,7_1,18,",",",",",",*,_,_,_,_,_,No_pattern
cardboard,7_1,19,and,and,CC,*,_,_,_,_,_,No_pattern
cardboard,7_1,20,a,a,DT,(S(NP(NP*,_,a,_,_,FN,No_pattern
cardboard,7_1,21,thermometer,thermometer,NNP,*),_,thermometer,_,thermometer,_,No_pattern
cardboard,7_1,22,at,at,IN,(PP*,_,at,_,at,_,No_pattern
cardboard,7_1,23,ninety,ninety,CD,(NP*))),_,ninety,_,ninety,_,No_pattern
cardboard,7_1,24,was,be,VBD,(VP*,_,was,_,was,_,No_pattern
cardboard,7_1,25,no,no,DT,(NP*,no,_,_,_,_,No_pattern
cardboard,7_1,26,hardship,hardship,NN,*))),_,hardship,hardship,hardship,_,No_pattern
cardboard,7_1,27,.,.,.,*),_,_,_,_,_,No_pattern
