SL	TL	ST	TT
ell	eng	Το καφεδάκι σου, που μοσχοβολάει, είναι έτοιμο να το απολαύσεις μαζί με το γλυκάκι που έφτιαξα.	Your coffee, which smells amazing, is ready for you to enjoy with the dessert I made.
ell	eng	Η γιαγιούλα μου, παρόλο που είναι πολύ μεγάλη, έφτιαξε πίτες για όλους μας με τα χεράκια της.	My dear grandma, even though she’s very old, made pies for all of us with her own hands.
ell	eng	Τα έκανα θάλασσα στη δουλειά σήμερα και ο διευθυντής με κάλεσε στο γραφείο του για εξηγήσεις.	I messed everything up at work today, and the manager called me into his office for an explanation.
ell	eng	Μην ανησυχείς, θα σου λύσω τα χέρια φτιάχνοντας εγώ την παρουσίαση που χρειάζεσαι για το πρότζεκτ.	Don’t worry, I’ll make things easier for you by preparing the presentation you need for the project.
ell	eng	Είναι με το ένα πόδι στον τάφο, αλλά συνεχίζει να έχει πείσμα και δύναμη.	He has one foot in the grave, but he still shows determination and strength.
ell	eng	Μου έπρηξε το συκώτι με τις ερωτήσεις του, και στο τέλος δεν ήξερα πώς να απαντήσω.	He annoyed me endlessly with his questions, and in the end, I didn’t know how to answer.
ell	eng	Η καλημέρα του γείτονα ήταν γεμάτη ζεστασιά και αληθινή ευγένεια.	The neighbor’s “good morning” was full of warmth and genuine kindness.
ell	eng	Το φιλότιμο των εθελοντών έσωσε την εκδήλωση από την καταστροφή.	The volunteers’ sense of honor saved the event from disaster.
ell	eng	Η ρακή που κέρασαν οι Κρητικοί ήταν το επιστέγασμα μιας υπέροχης βραδιάς.	The Cretans offered raki as the highlight of a wonderful evening.
ell	eng	Το καλοκαίρι στο χωριό είναι γεμάτο πανηγύρια, μουσική και χορούς.	Summer in the village is full of festivals, music, and dancing.
ell	eng	Το παλικάρι έκανε τα πάντα για να βοηθήσει τη γιαγιά να κουβαλήσει τα πράγματά της.	The young man did everything to help the old lady carry her belongings.
ell	eng	Ο μάστορας έφτιαξε το ξύλινο κάδρο με μεράκι και υπομονή.	The craftsman made the wooden frame with care and patience.
ell	eng	Η μυρωδιά του φρεσκοψημένου ψωμιού πλημμύρισε το μικρό φούρνο του χωριού.	The smell of freshly baked bread filled the small village bakery.
ell	eng	Το κομπολόι που κρατούσε ο παππούς του θύμιζε τις ιστορίες του για τα παλιά χρόνια.	The worry beads grandpa held reminded us of his stories from the old days.
ell	eng	Ο καφενές ήταν γεμάτος ζωντάνια και κουβέντες από τους χωριανούς.	The village café was full of liveliness and chatter from the locals.
ell	eng	Το κάλεσμα για το γλέντι έγινε γνωστό σε όλους μέσα από το καφενείο.	The invitation to the celebration spread to everyone through the café.
ell	eng	Το παιδάκι έπαιζε ανέμελα στον κήπο με τα παιχνίδια του.	The little child was playing carelessly in the garden with its toys.
ell	eng	Έφερα μαζί μου ένα δωράκι για τα γενέθλια της Μαρίας.	I brought a small gift for Maria's birthday.
ell	eng	Το σπιτάκι στο χωριό έχει υπέροχη θέα στο βουνό.	The small house in the village has a wonderful view of the mountain.
ell	eng	Το καφεδάκι που μου έφτιαξες ήταν πραγματικά εξαιρετικό.	The coffee you made for me was truly excellent.
ell	eng	Το γατάκι κοιμάται συνέχεια πάνω στον καναπέ του σαλονιού.	The kitten always sleeps on the living room couch.
ell	eng	Η αδερφούλα μου έχει αρχίσει να γράφει τις πρώτες της ιστορίες.	My little sister has started writing her first stories.
ell	eng	Το σκυλάκι της οικογένειας μας είναι μικρό, αλλά γεμάτο ενέργεια.	Our family doggie is small but full of energy.
ell	eng	Τα κουταβάκια στο καταφύγιο αναζητούν όλα ένα νέο σπίτι.	The little puppies at the shelter are all looking for a new home.
ell	eng	Το χωριουδάκι αυτό έχει λίγους κατοίκους αλλά είναι πολύ γραφικό.	This little village has few inhabitants but is very picturesque.
ell	eng	Στην πραγματικότητα, είναι απλά μια δασκαλίτσα.	She is just a teacher after all.
ell	eng	Το τσιπουράκι και τα μεζεδάκια που πήραμε ήταν πεντανόστιμα!	The tsipouro and snacks we had were really tasty!
ell	eng	Η τραγουδίστρια φόρεσε ένα όμορφο φορεματάκι στη σκηνή.	The singer wore a lovely little dress on stage.
ell	eng	Το παιδάκι τραγουδούσε χαρούμενο δίπλα στο παράθυρο του σπιτιού.	The little child was singing happily next to the window of the house.
ell	eng	Το πουλάκι πέταξε πάνω από τα δέντρα ψάχνοντας την οικογένειά του.	The little bird flew over the trees looking for its family.
ell	eng	Στο τραπέζι υπήρχε ένα πιατάκι γεμάτο με φρέσκα φρούτα.	On the table, there was a small plate filled with fresh fruits.
ell	eng	Το ποτηράκι γέμισε με παγωμένο νερό για τους καλεσμένους.	The small glass was filled with cold water for the guests.
ell	eng	Έβαλε στο τσαντάκι της όλα όσα χρειαζόταν για το ταξίδι.	She packed her purse with everything she needed for the trip.
ell	eng	Η καρδούλα του χτυπούσε δυνατά από τη χαρά του για το δώρο.	His heart was beating fast from the joy of the gift.
ell	eng	Η μανούλα της έπλεξε ένα πουλόβερ για τον χειμώνα που έρχεται.	Her mommy knitted a sweater for the coming winter.
ell	eng	Τα παιδάκια έτρεχαν στο πάρκο γελώντας και φωνάζοντας δυνατά.	The little kids were running in the park laughing and shouting loudly.
ell	eng	Στα μαγαζιά υπάρχουν πολλές τσαντούλες για τα μικρά κοριτσάκια.	In the shops, there are many small bags for little girls.
ell	eng	Τα ποταμάκια του χωριού μας είναι γεμάτα καθαρό νερό από το βουνό.	The small rivers of our village are full of clean water from the mountain.
ell	eng	Η μαθήτρια φορούσε μια κοντή φουστίτσα με λουλουδάκια επάνω της.	The little student wore a short skirt with little flowers on it.
ell	eng	Η μαμά μου έφτιαξε μια τσαντούλα από παλιά υλικά για το σχολείο.	My mom made a small bag from old materials for school.
ell	eng	Έχει τα ελαττώματά του αλλά ακόμα και έτσι τον πάω.	He has his faults, but I still like him.
ell	eng	Η επίτευξη των στόχων της συμφωνίας του Παρισιού για περιορισμό της υπερθέρμανσης του πλανήτη στον 1,5 βαθμό κελσίου θα επιβραδύνει τη διαδικασία αλλά ακόμα και έτσι το ένα τρίτο των παγετώνων προβλέπεται να εξαφανιστεί.	Meeting the Paris agreement goals of limiting global warming to 1.5 degrees celsius will slow down the process, but one third of the region’s glaciers are still set to disappear.
ell	eng	Η επιφάνεια ενός μπαλονιού δεν αποτελεί έναν ευκλείδειο χώρο και γι' αυτό δεν ακολουθεί τους κανόνες της ευκλείδειας γεωμετρίας.	The surface of a balloon is not an Euclidean space, and therefore does not follow the rules of Euclidean geometry.
ell	eng	Η Μαίρη γύρισε σπίτι σπό το σχολείο μες στα δάκρυα γιατί οι φίλοι της την πείραζαν.	Mary came home from school in tears because her friends had teased her.
ell	eng	Θα μεταφέρεις ένα μήνυμα στον Τομ για λογαριασμό μου;	Would you give Tom a message for me?
ell	eng	Θέλει να μάθει Γαλλικά ο Τομ.	Tom wants to learn French.
ell	eng	Θέλω να τα ξαναφτιάξω με τον πρώην άντρα μου, παρόλο που είμαι έγκυος από τον αδελφό του.	I want to get back together with my ex-husband, even though I'm pregnant by his brother.
ell	eng	Ιδού ένα λιοντάρι.	Here is a lion.
ell	eng	Καθένας έχει το δικαίωμα να προστατεύονται τα ηθικά και υλικά συμφέροντα του που απορρέουν από κάθε είδους επιστημονική, λογοτεχνηκή ή καλλιτεχνική παραγωγή του.	Everyone has the right to the protection of the moral and material interests resulting from any scientific, literary or artistic production of which he is the author.
ell	eng	Λείπουν δύο σελίδες από το βιβλίο.	Thе book is missing two pages.
ell	eng	Λένε ότι ο άνθρωπος θα τρελαινόταν αν δεν μπορούσε να ονειρευτεί τη νύχτα.	They say that humans would go crazy if they couldn't dream at night.
ell	eng	Λογάριασε χωρίς τον ξενοδόχο.	He had reckoned without his host.
ell	eng	Μακάρι να ήταν τόσο απλό.	If only it were that simple.
ell	eng	Μετά από απουσία δέκα μηνών επέστρεψε σπίτι.	After an absence of ten months, he returned home.
ell	eng	Με τίποτα!	No way!
ell	eng	Με το που ήταν έτοιμη να βγεί από το μαγαζί, είδε ένα ωραίο φόρεμα στη βιτρίνα.	Just as she was about to leave the store, she saw a beautiful dress in the window.
ell	eng	Μην αναβάλλεις για αύριο ό,τι μπορείς να κάνεις σήμερα.	Never put off till tomorrow what you can do today.
ell	eng	Μην μεταφράζεις την πρόταση αυτολεξεί.	Do not translate the sentence word for word.
ell	eng	Μη παρεξηγιέσαι!	Don't take it amiss!
ell	eng	Μίλησε σχετικά με τον εαυτό σου, παρακαλώ.	Talk about yourself, please.
ell	eng	Μόλις βγεις στην εθνική οδό, βάλε πέμπτη.	When you get on the highway, shift into fifth gear.
ell	eng	Μόνο οι ευσυνείδητοι φοιτητές ήρθαν στη διάλεξη.	Only the conscientious students came to the lecture.
ell	eng	Μπορείς να δανειστέις ένα αντίγραφο από οποιαδήποτε δημόσια βιβλιοθήκη.	You can borrow a copy from any public library.
ell	eng	Μπορούσα να καταλάβω τις πρώτες μερικές φράσεις, μα το υπόλοιπο της ομιλίας του ήταν για μένα κινέζικα.	I could understand the first few sentences, but the rest of his speech was all Greek to me.
ell	eng	Μπούχτισα να ακούω το ίδιο πράγμα συνέχεια.	I'm sick of hearing the same thing all the time.
ell	eng	Περασμένα, ξεχασμένα.	Let's forget it.
ell	eng	Παρήγγειλα πίτσα.	I ordered pizza.
ell	eng	Πίτσα παρήγγειλα.	It's pizza that I ordered.
ell	eng	Πάτα αυτό το κουμπί αν με χρειαστείς.	Press this button if you need me.
ell	eng	Αν με χρειαστείς, πάτα αυτό το κουμπί.	If you need me, press this button.
ell	eng	Πείτε μας την αλήθεια.	Tell us the truth.
ell	eng	Την αλήθεια πείτε μας.	Tell us the truth.
ell	eng	Περάσαμε τις διακοπές μας στη Βοστόνη.	We spent our holiday in Boston.
ell	eng	Στη Βοστόνη περάσαμε τις διακοπές μας.	It was in Boston that we spent our holiday.
ell	eng	Πήγα για ψάρεμα στο ποτάμι, όχι στη θάλασσα.	I went fishing in the river, not in the sea.
ell	eng	Στο ποτάμι πήγα για ψάρεμα, όχι στη θάλασσα.	It was in the river that I went fishing, not in the sea.
ell	eng	Πήρα το βιβλίο.	I took the book.
ell	eng	Το βιβλίο πήρα.	It was the book that I took.
ell	eng	Πίνω νερό στην κουζίνα.	I'm drinking water in the kitchen.
ell	eng	Νερό πίνω στην κουζίνα.	It's water that I'm drinking in the kitchen.
ell	eng	Πλένω ρούχα κάθε μέρα.	I wash clothes every day.
ell	eng	Ρούχα πλένω κάθε μέρα.	It's clothes that I wash every day.
ell	eng	Πλήττω αφόρητα τώρα.	I'm pretty bored right now.
ell	eng	Τώρα πλήττω αφόρητα.	Right now I'm pretty bored.
ell	eng	Πονάνε οι αρθρώσεις μου.	My joints ache.
ell	eng	Οι αρθρώσεις μου πονάνε.	It's my joints that ache.
ell	eng	Πρέπει να πληρώσω το νοίκι.	I need to pay the rent.
ell	eng	Το νοίκι πρέπει να πληρώσω.	It's the rent that I need to pay.
ell	eng	Τι να βάλω, παντελόνι ή φούστα;	What shall I put on: trousers or a skirt?
ell	eng	Παντελόνι ή φούστα να βάλω;	Is it a skirt or trousers I should put on?
ell	eng	Τις ζήτησε να βγάλουν τα παπούτσια τους.	She asked them to take their shoes off.
ell	eng	Τα παπούτσια τους τις ζήτησε να βγάλουν.	It is their shoes that she asked them to take off.
ell	eng	Τις κάλεσες στο πάρτι;	Did you invite them to the party?
ell	eng	Στο πάρτι τις κάλεσες;	Is it the party that you invited them to?
ell	eng	Το δικαστικό μέγαρο βρίσκεται στην οδό Παρκ.	The courthouse is situated on Park Street.
ell	eng	Στην οδό Παρκ βρίσκεται το δικαστικό μέγαρο.	It is on Park Street that the courthouse is situated.
ell	eng	Τον ανάγκασα να κουβαλήσει τη βαλίτσα.	I forced him to carry the suitcase.
ell	eng	Τη βαλίτσα τον ανάγκασα να κουβαλήσει.	It was the suitcase that I forced him to carry.
ell	eng	Το σκυλί αποκοιμήθηκε πάνω στη κουβέρτα.	The dog fell asleep on top of the blanket.
ell	eng	Πάνω στη κουβέρτα αποκοιμήθηκε το σκυλί.	It is on top of the blanket that the dog fell asleep.
ell	eng	Φοβάσαι μη χάσεις τα λεφτά σου;	Are you afraid of losing your money?
ell	eng	Τα λεφτά σου φοβάσαι μη χάσεις;	Is it your money that you are afraid of losing?
ell	eng	Φοράει ένα λευκό βαμβακερό πουκάμισο.	She's wearing a white cotton shirt.
ell	eng	Ένα λευκό βαμβακερό πουκάμισο φοράει.	It is a white cotton shirt that she's wearing.
ell	eng	Έκανα μια βόλτα.	I took a walk.
ell	eng	Μια βόλτα έκανα.	It was a walk I took.
ell	eng	Τραυματιστήκαμε σε ένα αυτοκινητιστικό ατύχημα.	We were injured in a car accident.
ell	eng	Σε ένα αυτοκινητιστικό ατύχημα τραυματιστήκαμε.	It was in a car accident that we were injured.
ell	eng	Έχεις όρεξη για μιά βόλτα με ποδήλατο;	Do you fancy going for a bike ride?
ell	eng	Για μιά βόλτα με ποδήλατο έχεις όρεξη;	Is it going for a bike ride that you fancy?
ell	eng	Το κάπνισμα βλάπτει την υγεία σας.	Smoking is harmful for your health.
ell	eng	Την υγεία σας βλάπτει το κάπνισμα.	It is your health that smoking is harmful for.
ell	eng	Τυχαία τη συνάντησα στο μαγαζί.	I met her in the store by accident.
ell	eng	Στο μαγαζί τυχαία τη συνάντησα.	It was in the store that I met her by accident.
ell	eng	Η ετυμηγορία των ενόρκων τον βρήκε ένοχο.	The jury found him guilty in their verdict.
ell	eng	Ένοχο τον βρήκε η ετυμηγορία των ενόρκων.	It was guilty that the jury found him in their verdict.
ell	eng	Η ρακί που ήπιαμε χθες το βράδυ ήταν πολύ δυνατή.	The raki we drank last night was very strong.
ell	eng	Μου αρέσει να πίνω ρακί όταν συναντώ τους φίλους μου.	I like drinking raki when I meet my friends.
ell	eng	Η ρακί είναι το παραδοσιακό ποτό των Κρητικών.	Raki is the traditional drink of the Cretans.
ell	eng	Μετά το δείπνο, ήπιαμε ρακί και κουβεντιάσαμε για ώρες.	After dinner, we drank raki and chatted for hours.
ell	eng	Η ρακί ήταν η ιδανική επιλογή για να ολοκληρώσουμε τη βραδιά.	Raki was the perfect choice to end the evening.
ell	eng	Ο γιος του μου είπε ότι η καλύτερη ρακί φτιάχνεται στο χωριό τους.	His son told me that the best raki is made in their village.
ell	eng	Μετά από μια κουραστική μέρα, απολαύσαμε ρακί και χαλαρώσαμε.	After a tiring day, we enjoyed raki and relaxed.
ell	eng	Πολλοί επισκέπτες δοκιμάζουν ρακί όταν έρχονται στην Κρήτη για πρώτη φορά.	Many visitors try raki when they come to Crete for the first time.
ell	eng	Το φιλότιμο είναι μια από τις πιο σημαντικές αξίες στην ελληνική κουλτούρα.	The sense of honor is one of the most important values in Greek culture.
ell	eng	Δεν υπάρχει τίποτα πιο ωραίο από το να δείχνεις φιλότιμο στους ανθρώπους γύρω σου.	There is nothing more beautiful than showing sense of honor to the people around you.
ell	eng	Ο Γιάννης έχει φιλότιμο και πάντα βοηθά τους άλλους.	Yiannis has a great sense of honor and always helps others.
ell	eng	Τα μεζεδάκια που παραγγείλαμε ήταν πεντανόστιμα και συνοδευόντουσαν από φρέσκια χωριάτικη σαλάτα.	The appetizers we ordered were delicious and were accompanied by a fresh Greek salad.
ell	eng	Στην ταβέρνα, τα μεζεδάκια ήταν τόσο γευστικά που παραγγείλαμε δεύτερη φορά.	At the tavern, the appetizers were so tasty that we ordered a second round.
ell	eng	Με τα μεζεδάκια συνοδεύαμε το κρασί μας και περάσαμε υπέροχα.	We accompanied the appetizers with our wine and had a wonderful time.
ell	eng	Τα μεζεδάκια της Κρήτης είναι μοναδικά και γεμάτα γεύση, ειδικά οι παστές ελιές.	Cretan appetizers are unique and full of flavor, especially the salted olives.
ell	eng	Ο σερβιτόρος μας έφερε ένα δίσκο γεμάτο μεζεδάκια για να δοκιμάσουμε διάφορες γεύσεις.	The waiter brought us a tray full of appetizers so we could try different flavors.
ell	eng	Το τσιπουράκι που ήπιαμε στην ταβέρνα ήταν υπέροχο.	The tsipouro we drank at the tavern was wonderful.
ell	eng	Μετά το φαγητό, απολαύσαμε ένα τσιπουράκι με μεζέδες.	After the meal, we enjoyed tsipouro with appetizers.
ell	eng	Αν θέλεις να περάσεις καλά, πρέπει να δοκιμάσεις το τσιπουράκι τους.	If you want to have a good time, you should try their tsipouro.
ell	eng	Πίνω τσιπουράκι με τους φίλους μου κάθε Παρασκευή βράδυ.	I drink tsipouro with my friends every Friday night.
ell	eng	Ο σερβιτόρος μας πρόσφερε ένα τσιπουράκι για να το απολαύσουμε μαζί με το φαγητό.	The waiter offered us tsipouro to enjoy with our meal.
ell	eng	Το πανηγύρι του χωριού ήταν γεμάτο με μουσική, χορό και πολύ κόσμο.	The village festival was filled with music, dancing, and a large crowd.
ell	eng	Πήγαμε στο πανηγύρι για να απολαύσουμε τη ζωντανή μουσική και τις παραδοσιακές λιχουδιές.	We went to the festival to enjoy the live music and traditional treats.
ell	eng	Στο πανηγύρι κάθε χρόνο υπάρχει μια μεγάλη παρέλαση με παραδοσιακές στολές.	At the festival every year, there is a big parade with traditional costumes.
ell	eng	Το πανηγύρι της Αγίας Παρασκευής είναι ένα από τα πιο δημοφιλή στην περιοχή.	The festival of Saint Paraskevi is one of the most popular in the area.
ell	eng	Στο τέλος του πανηγυριού, όλοι γιορτάζουν με πυροτεχνήματα και χορούς.	At the end of the festival, everyone celebrates with fireworks and dancing.
ell	eng	Αυτό το φαγητό το έφτιαξε με πολύ μεράκι και αγάπη.	He made this food with a lot of passion and love.
ell	eng	Τα έργα τέχνης της είναι γεμάτα μεράκι και λεπτομέρεια.	Her artworks are full of passion and attention to detail.
ell	eng	Αν θέλεις να πετύχεις, πρέπει να βάλεις μεράκι σε ό,τι κάνεις.	If you want to succeed, you have to put passion into everything you do.
ell	eng	Αυτός ο μάστορας δουλεύει με πολύ μεράκι και το αποτέλεσμα είναι εξαιρετικό.	This craftsman works with a lot of passion and the result is excellent.
ell	eng	Μόνο με μεράκι μπορείς να δημιουργήσεις κάτι πραγματικά ξεχωριστό.	Only with passion can you create something truly special.
ell	eng	Η οικογένεια οργάνωσε ένα μεγάλο γλέντι για τα γενέθλια του παππού.	The family organized a big celebration for the grandfather's birthday.
ell	eng	Είχαμε ένα μικρό γλέντι στο σπίτι για να γιορτάσουμε την επιτυχία του έργου μας.	We had a small celebration at home to celebrate the success of our project.
ell	eng	Το γλέντι κράτησε μέχρι το πρωί και όλοι πέρασαν υπέροχα.	The party lasted until morning, and everyone had a great time.
ell	eng	Το γλέντι της γειτονιάς ήταν γεμάτο μουσική, χορό και πολύ γέλιο.	The neighborhood celebration was filled with music, dancing, and lots of laughter.
ell	eng	Στο γλέντι που οργανώθηκε για τη γιορτή, όλοι χόρευαν και τραγουδούσαν.	At the celebration organized for the feast, everyone was dancing and singing.
ell	eng	Το παραδοσιακό καφενείο στην πλατεία έχει πάντα ζωντανή ατμόσφαιρα και κόσμο.	The traditional café in the square always has a lively atmosphere and people.
ell	eng	Πηγαίνουμε κάθε πρωί στο παραδοσιακό καφενείο για καφέ και συζητήσεις.	We go to the traditional café every morning for coffee and discussions.
ell	eng	Το παραδοσιακό καφενείο δίπλα από το σπίτι μου σερβίρει εξαιρετικό καφέ.	The traditional café next to my house serves excellent coffee.
ell	eng	Μου αρέσει να περνάω τον χρόνο μου στο παραδοσιακό καφενείο, απολαμβάνοντας τον ήλιο.	I like to spend my time at the traditional café, enjoying the sun.
ell	eng	Στο παραδοσιακό καφενείο της γειτονιάς, όλοι γνωρίζονται και λένε τα νέα.	In the neighborhood traditional café, everyone knows each other and shares the news.
ell	eng	Ο παππούς μου πάντα είχε το κομπολόι του μαζί του και το κουνούσε αργά.	My grandfather always had his worry beads with him and would move them slowly.
ell	eng	Αγοράσαμε ένα όμορφο κομπολόι ως αναμνηστικό από την Κρήτη.	We bought beautiful worry beads as a souvenir from Crete.
ell	eng	Έχει κομπολόι με ξύλινες χάντρες που του το έφτιαξε ο ίδιος.	He has worry beads with wooden beads that he made himself.
ell	eng	Αν δεν είχα το κομπολόι μου, θα ένιωθα πολύ άβολα σε αυτή τη συνάντηση.	If I didn't have my worry beads, I would feel very uncomfortable in this meeting.
ell	eng	Το κομπολόι του είναι πολύ παλιό, το κληρονόμησε από τον παππού του.	His worry beads are very old; he inherited them from his grandfather.
ell	eng	Ορισμένα φίδια είναι δηλητηριώδη.	Some snakes are poisonous.
ell	eng	Ό,τι υπερβαίνει τους περιορισμούς του συντάγματος είναι εξ ορισμού αντισυνταγματικό.	Whatever goes beyond the limitations of the constitution is by definition unconstitutional.
ell	eng	Όχι μόνο μιλάει Αγγλικά, μιλάει κιόλας και Γαλλικά.	He not only speaks English, he speaks French as well.
ell	eng	Όχι μόνο ο γιος του, αλλά επίσης και η κόρη του είναι διάσημη.	Not only his son, but his daughter is famous as well.
ell	eng	Ο χρόνος είναι χρήμα.	Time is money.
ell	eng	Ο χρόνος επουλώνει τα τραύματα.	Time heals all wounds.
ell	eng	Ο χρόνος έχει δώδεκα μήνες.	One year has twelve months.
ell	eng	Παίζει πολύ καλό πιάνο.	He plays the piano very well.
ell	eng	Παίζεις ακόμα γκολφ;	Do you still play golf?
ell	eng	Παίζεις μπάλα;	Do you play soccer?
ell	eng	Πάλι βρέχει!	It's raining again!
ell	eng	Πάλι κάνεις λάθος.	You're wrong again.
ell	eng	Πάνε τρία χρόνια από τότε που πέθανε ο πατέρας μου.	It's been three years since my father died.
ell	eng	Πάντα εμφανιζόταν πολύ νωρίς.	She always showed up too soon.
ell	eng	Πάρε ένα άδειο μπουκάλι και γέμισέ το νερό.	Find an empty bottle and fill it with water.
ell	eng	Παρέμειναν φίλες.	They remained friends.
ell	eng	Παρέμεινε σιωπηλός.	He remained silent.
ell	eng	Παρόλο που απολογήθηκε, είμαι ακόμα έξαλλος.	Even though he apologized, I'm still furious.
ell	eng	Παρόλο που εσύ είσαι εντάξει μ'αυτό, κανείς άλλος δεν θα το δεχτεί. Θα με μαλώσουν μετά άρα...	Even if that's alright with you nobody else will accept it. I'll get shouted at afterwards so...
ell	eng	Πάρ' τα μαζί σου.	Take them with you.
ell	eng	Πάρτε μέσα και κλειδώστε τις πόρτες σας! Κλείστε τα παράθυρα σας! Υπάρχει κάτι στην ομίχλη!	Get inside and lock your doors! Close your windows! There is something in the fog!
ell	eng	Πάρτε τα μαζί σας.	Take them with you.
ell	eng	Πατρίδα μου είναι όλος ο κόσμος.	My homeland is the whole world.
ell	eng	Πάψε να γελάς.	Stop laughing.
ell	eng	Πάψε να μου λες ψέματα.	Stop lying to me.
ell	eng	Πάψε ν' ανησυχείς.	Stop worrying.
ell	eng	Πάω στοίχημα ότι ο Τομ γνωρίζει την απάντηση.	I bet Tom knows the answer.
ell	eng	Πάω στον κινηματογράφο.	I'm going to the cinema.
ell	eng	Πάω στο σχολείο γιατί θέλω να μάθω.	I go to school because I want to learn.
ell	eng	Πείτε μου για τη δουλειά σας.	Tell me about your job.
ell	eng	Πείτε του τη θεωρία σας.	Tell him your theory.
ell	eng	Περάσαμε τρεις μέρες στη Βοστώνη.	We spent three days in Boston.
ell	eng	Πέρασαν τη νύχτα μαζί.	They spend the night together.
ell	eng	Περάστε, η πόρτα είναι ανοιχτή.	Come in, the door's open.
ell	eng	Πες μου πώς σου χαμογέλασε.	Tell me how did he smiled at you.
ell	eng	Πες μου τη διεύθυνσή σου.	Tell me your address.
ell	eng	Πες μου την αλήθεια.	Tell me the truth.
ell	eng	Πέτυχες τους στόχους σου;	Did you accomplish your goals?
ell	eng	Πέφτει η τιμή των καυσίμων;	Are gas prices going down?
ell	eng	Πήγα για ψάρεμα στο ποτάμι.	I went fishing in the river.
ell	eng	Πηγαίναμε στην εκκλησία κάθε Κυριακή.	We went to church every Sunday.
ell	eng	Πήρα το ασανσέρ μέχρι τον τρίτο όροφο.	I rode the elevator to the third level.
ell	eng	Πιο δυνατά.	Louder.
ell	eng	Πιο σιγά!	Quieter!
ell	eng	Πιστεύει ότι είναι αθώος.	She believes that he is innocent.
ell	eng	Πιστεύεις στην αιώνια ζωή;	Do you believe in eternal life?
ell	eng	Πιστεύεις την ιστορία του;	Do you believe his story?
ell	eng	Πιστεύετε ότι οι άνθρωποι είναι ικανοί ν' αλλάξουν;	Do you believe that people are capable of change?
ell	eng	Πιστεύετε πως είμαι δικτάτορας;	Do you think I'm a dictator?
ell	eng	Πλένουν τα χέρια τους.	They're washing their hands.
ell	eng	Πλήρωσα κάποιον να καθαρίσει το σπίτι μου.	I pay someone to clean my house.
ell	eng	Πλύντε τα πόδια σας.	Wash your legs.
ell	eng	Πλύσου.	Wash up.
ell	eng	Ποια γλώσσα είναι;	What language is it?
ell	eng	Ποια λύση είναι καλύτερη;	Which solution is best?
ell	eng	Ποια μίλησε;	Who spoke?
ell	eng	Ποιανού είναι αυτά τα βιβλία;	Whose books are these?
ell	eng	Ποιανού ιδέα ήταν να καλέσει την αστυνομία;	Whose idea was it to call the police?
ell	eng	Ποια ομάδα αίματος έχετε;	What's your blood group?
ell	eng	Ποια ποδοσφαιρική ομάδα υποστηρίζετε;	Which football team are you a fan of?
ell	eng	Ποιο είναι το επάγγελμά σου;	What's your occupation?
ell	eng	Ποιο είναι το καλύτερο πανεπιστήμιο στη Γερμανία;	What's the best university in Germany?
ell	eng	Ποιο είναι το μυστικό της επιτυχίας;	What is the secret of success?
ell	eng	Ποιο είναι το όνομα αυτού του λουλουδιού;	What is the name of this flower?
ell	eng	Ποιο είναι το όνομα σας;	What is your name?
ell	eng	Ποιος άφησε το παράθυρο ανοιχτό;	Who left the window open?
ell	eng	Ποιος βλέπει τηλεόραση;	Who is watching TV?
ell	eng	Ποιος βρήκε το πορτοφόλι μου;	Who found my wallet?
ell	eng	Πολλοί πολίτες εντάχθηκαν στο στρατό.	Many citizens joined the army.
ell	eng	Πολύ δημοφιλείς είναι οι απάτες μέσω τηλεφώνου.	Telephone scams are very popular.
ell	eng	Πολύ μου χρησίμεψε.	It helped me a lot.
ell	eng	Πονάει αυτό;	Does this hurt?
ell	eng	Πονάει η καρδιά μου.	My heart's aching.
ell	eng	Πορτοκαλί, το αγαπημένο μου χρώμα.	My favourite colour is orange.
ell	eng	Πόσα χρήματα θέλεις;	How much money do you want?
ell	eng	Πόσα χρωστάτε;	How much do you owe?
ell	eng	Πόσες απ' αυτές ήταν εκεί;	How many of them were there?
ell	eng	Πόσες γλώσσες μιλάς καλά;	How many languages do you speak well?
ell	eng	Πόσες φορές την μέρα κοιτάς τον εαυτό σου στον καθρέφτη;	How many times a day do you look at yourself in the mirror?
ell	eng	Πόσες φωτογραφίες χρειάζεσαι;	How many pictures do you need?
ell	eng	Πόσο θα κάτσετε εδώ πέρα;	How long will you stay here?
ell	eng	Πόσοι άνθρωποι είναι εκεί έξω;	How many people are out there?
ell	eng	Πόσο συχνά τρως έξω;	How often do you eat out?
ell	eng	Πόσους ανθρώπους βλέπεις;	How many people do you see?
ell	eng	Πόσο τού μηνός έχουμε σήμερα;	What is the date today?
ell	eng	Ποτέ δε μ' εμπιστευτήκατε.	You never trusted me.
ell	eng	Ποτέ δε μένει κάπου περισσότερο από τρεις βδομάδες.	We never stay anywhere longer than three weeks.
ell	eng	Ποτέ δε μιλάει γι' αυτό ο Τομ.	Tom never speaks about that.
ell	eng	Ποτέ δεν θα σκεφτόμουν ότι θα σε συναντούσα εδώ.	I never would have thought that I would meet you here.
ell	eng	Σε εταιρείες πληροφορικής, οι άνθρωποι που είναι καλοί στα μαθηματικά είναι αξιοσέβαστοι.	In IT companies, people who are good at maths are well respected.
ell	eng	Σε ευχαριστώ για όλα.	Thanks for everything.
ell	eng	Σε ευχαριστώ για τα όμορφα τριαντάφυλλα.	Thank you for the beautiful roses.
